,imdb_id,title,Genre,popularity,vote_average,vote_count,budget,revenue,financial_success,Rated,Actors,imdbRating,imdbVotes,imdb_rating,rotten_tomatoes_rating,metacritic_rating,outcome
381,tt5109784,mother!,"Drama, Horror, Mystery",88.509,6.971,6570,30000000,44516999,1,R,"Jennifer Lawrence, Javier Bardem, Ed Harris",6.6,"252,587",6.6,68.0,76.0,0
382,tt4777008,Maleficent: Mistress of Evil,"Adventure, Drama, Family",87.875,7.308,6022,185000000,491730089,1,PG,"Angelina Jolie, Elle Fanning, Harris Dickinson",6.6,"120,827",6.6,39.0,43.0,0
383,tt2267998,Gone Girl,"Drama, Mystery, Thriller",87.681,7.894,18376,61000000,370890259,1,R,"Ben Affleck, Rosamund Pike, Neil Patrick Harris",8.1,"1,083,433",8.1,88.0,79.0,1
384,tt9777666,The Tomorrow War,"Action, Adventure, Drama",87.458,7.535,3342,200000000,14400000,0,PG-13,"Chris Pratt, Yvonne Strahovski, J.K. Simmons",6.6,"231,710",6.6,52.0,45.0,0
385,tt1293847,xXx: Return of Xander Cage,"Action, Adventure, Thriller",87.351,6.131,8793,85000000,346118277,1,PG-13,"Vin Diesel, Donnie Yen, Deepika Padukone",5.2,"98,019",5.2,45.0,42.0,0
386,tt1646971,How to Train Your Dragon 2,"Animation, Action, Adventure",87.306,7.7,9432,145000000,621537519,1,PG,"Jay Baruchel, Cate Blanchett, Gerard Butler",7.8,"368,289",7.8,92.0,77.0,1
387,tt0441773,Kung Fu Panda,"Animation, Action, Adventure",87.162,7.289,11429,130000000,632091832,1,PG,"Jack Black, Ian McShane, Angelina Jolie",7.6,"531,193",7.6,87.0,74.0,1
389,tt0112442,Bad Boys,"Action, Comedy, Crime",86.817,6.8,6252,19000000,141407024,1,R,"Will Smith, Martin Lawrence, Lisa Boyle",6.8,"296,028",6.8,43.0,41.0,0
392,tt1216475,Cars 2,"Animation, Adventure, Comedy",86.618,6.126,7646,200000000,559852396,1,G,"Owen Wilson, Larry the Cable Guy, Michael Caine",6.2,"222,795",6.2,39.0,57.0,0
393,tt6189022,Angel Has Fallen,"Action, Thriller",86.601,6.591,3416,40000000,146661977,1,R,"Gerard Butler, Frederick Schmidt, Danny Huston",6.4,"112,408",6.4,38.0,45.0,0
394,tt7349950,It Chapter Two,"Drama, Fantasy, Horror",86.565,6.8,8577,79000000,473123154,1,R,"Jessica Chastain, James McAvoy, Bill Hader",6.5,"307,401",6.5,62.0,58.0,0
395,tt1396484,It,"Fantasy, Horror",86.488,7.241,18817,35000000,703000000,1,R,"Bill Skarsgård, Jaeden Martell, Finn Wolfhard",7.3,"617,595",7.3,85.0,69.0,1
396,tt2446042,Taken 3,"Action, Crime, Thriller",85.889,6.256,5656,48000000,325800000,1,PG-13,"Liam Neeson, Forest Whitaker, Maggie Grace",6.0,"206,085",6.0,13.0,26.0,0
397,tt1587310,Maleficent,"Action, Adventure, Drama",85.812,7.093,12965,180000000,758539785,1,PG,"Angelina Jolie, Elle Fanning, Sharlto Copley",6.9,"403,427",6.9,54.0,56.0,0
398,tt4881806,Jurassic World: Fallen Kingdom,"Action, Adventure, Sci-Fi",85.614,6.546,11638,170000000,1310466296,1,PG-13,"Chris Pratt, Bryce Dallas Howard, Rafe Spall",6.1,"349,458",6.1,46.0,51.0,0
399,tt1872181,The Amazing Spider-Man 2,"Action, Adventure, Sci-Fi",85.534,6.51,13052,200000000,708962323,1,PG-13,"Andrew Garfield, Emma Stone, Jamie Foxx",6.6,"546,226",6.6,51.0,53.0,0
401,tt0361748,Inglourious Basterds,"Adventure, Drama, War",85.245,8.218,21989,70000000,321457747,1,R,"Brad Pitt, Diane Kruger, Eli Roth",8.4,"1,606,845",8.4,89.0,69.0,1
403,tt0097757,The Little Mermaid,"Animation, Adventure, Family",85.194,7.355,7764,40000000,211343479,1,G,"Jodi Benson, Samuel E. Wright, Rene Auberjonois",7.6,"293,945",7.6,91.0,88.0,1
406,tt1951266,The Hunger Games: Mockingjay - Part 2,"Action, Adventure, Sci-Fi",84.893,6.897,12358,160000000,653428261,1,PG-13,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth",6.6,"380,548",6.6,69.0,65.0,0
407,tt1259571,The Twilight Saga: New Moon,"Adventure, Drama, Fantasy",84.882,5.995,9041,50000000,709827462,1,PG-13,"Kristen Stewart, Robert Pattinson, Taylor Lautner",4.8,"302,754",4.8,28.0,44.0,0
409,tt6264654,Free Guy,"Action, Adventure, Comedy",84.803,7.502,8581,110000000,331526598,1,PG-13,"Ryan Reynolds, Jodie Comer, Taika Waititi",7.1,"437,028",7.1,80.0,62.0,1
411,tt1636826,Project X,Comedy,84.571,6.879,6255,12000000,102731865,1,R,"Thomas Mann, Oliver Cooper, Jonathan Daniel Brown",6.7,"236,634",6.7,29.0,48.0,0
412,tt1570728,"Crazy, Stupid, Love.","Comedy, Drama, Romance",84.526,7.259,8361,50000000,145079584,1,PG-13,"Steve Carell, Ryan Gosling, Julianne Moore",7.4,"573,103",7.4,79.0,68.0,1
413,tt0101414,Beauty and the Beast,"Animation, Family, Fantasy",84.515,7.736,9791,25000000,424967620,1,G,"Paige O'Hara, Robby Benson, Jesse Corti",8.0,"483,375",8.0,93.0,95.0,1
415,tt1170358,The Hobbit: The Desolation of Smaug,"Adventure, Drama, Fantasy",84.461,7.577,12971,250000000,958400000,1,PG-13,"Ian McKellen, Martin Freeman, Richard Armitage",7.8,"713,293",7.8,75.0,66.0,1
417,tt9110170,Wrong Turn,"Horror, Thriller",84.367,5.964,1106,0,3777969,1,R,"Eliza Dushku, Jeremy Sisto, Emmanuelle Chriqui",6.1,"133,862",6.1,41.0,32.0,0
418,tt0120616,The Mummy,"Action, Adventure, Fantasy",84.238,6.934,8919,80000000,415885488,1,PG-13,"Brendan Fraser, Rachel Weisz, John Hannah",7.1,"466,876",7.1,62.0,48.0,0
419,tt1637688,In Time,"Action, Sci-Fi, Thriller",84.227,6.971,11209,40000000,173900000,1,PG-13,"Justin Timberlake, Amanda Seyfried, Cillian Murphy",6.7,"451,930",6.7,37.0,53.0,0
420,tt1130884,Shutter Island,"Drama, Mystery, Thriller",84.003,8.203,23687,80000000,294804195,1,R,"Leonardo DiCaprio, Emily Mortimer, Mark Ruffalo",8.2,"1,483,864",8.2,69.0,63.0,1
421,tt0086250,Scarface,"Crime, Drama",83.616,8.2,11630,25000000,66023329,1,R,"Al Pacino, Michelle Pfeiffer, Steven Bauer",8.3,"930,071",8.3,79.0,65.0,1
422,tt10172266,"Red, White & Royal Blue",Comedy,83.383,8.0,1223,0,0,0,PG-13,"Reese Witherspoon, Sally Field, Bob Newhart",4.8,"73,713",4.8,36.0,47.0,0
424,tt1772341,Wreck-It Ralph,"Animation, Adventure, Comedy",83.184,7.339,12151,165000000,471222889,1,PG,"John C. Reilly, Jack McBrayer, Jane Lynch",7.7,"464,258",7.7,87.0,72.0,1
425,tt0396555,Meet the Robinsons,"Animation, Adventure, Comedy",83.088,6.91,2804,150000000,169332978,1,G,"Daniel Hansen, Wesley Singerman, Angela Bassett",6.8,"113,212",6.8,67.0,61.0,0
426,tt0360486,Constantine,"Action, Fantasy, Horror",83.045,7.091,7054,100000000,230900000,1,R,"Keanu Reeves, Rachel Weisz, Djimon Hounsou",7.0,"380,143",7.0,46.0,50.0,0
427,tt17663992,Scream VI,"Horror, Mystery, Thriller",82.948,7.044,2482,35000000,168961389,1,R,"Courteney Cox, Melissa Barrera, Jenna Ortega",6.5,"123,349",6.5,76.0,61.0,0
428,tt1211837,Doctor Strange,"Action, Adventure, Fantasy",82.736,7.425,21897,180000000,676343174,1,PG-13,"Benedict Cumberbatch, Chiwetel Ejiofor, Rachel McAdams",7.5,"816,935",7.5,89.0,72.0,1
429,tt3766354,The Equalizer 2,"Action, Crime, Thriller",82.511,6.8,5232,62000000,190400157,1,R,"Denzel Washington, Pedro Pascal, Ashton Sanders",6.7,"203,772",6.7,52.0,50.0,0
430,tt13405778,Insidious: The Red Door,"Horror, Mystery, Thriller",82.402,6.62,1637,16000000,185582093,1,PG-13,"Ty Simpkins, Patrick Wilson, Rose Byrne",5.5,"53,236",5.5,39.0,45.0,0
432,tt27155038,"Ruby Gillman, Teenage Kraken","Animation, Action, Comedy",82.054,7.279,942,70000000,46247409,0,PG,"Jane Fonda, Lana Condor, Toni Collette",5.7,"11,541",5.7,65.0,50.0,0
437,tt0398808,Bridge to Terabithia,"Drama, Family, Fantasy",81.219,7.312,4697,60000000,137587063,1,PG,"Josh Hutcherson, AnnaSophia Robb, Zooey Deschanel",7.2,"175,548",7.2,85.0,74.0,1
438,tt2828996,A Haunted House 2,"Comedy, Fantasy, Horror",81.192,6.1,1416,4000000,25343661,1,R,"Marlon Wayans, Jaime Pressly, Cedric The Entertainer",4.7,"23,732",4.7,8.0,17.0,0
439,tt4975722,Moonlight,Drama,81.028,7.4,6944,4000000,65046687,1,R,"Mahershala Ali, Naomie Harris, Trevante Rhodes",7.4,"335,150",7.4,98.0,99.0,1
440,tt0377092,Mean Girls,Comedy,80.902,7.21,8602,17000000,130161094,1,PG-13,"Lindsay Lohan, Jonathan Bennett, Rachel McAdams",7.1,"443,835",7.1,84.0,66.0,1
441,tt0435761,Toy Story 3,"Animation, Adventure, Comedy",80.821,7.8,14502,200000000,1067316101,1,G,"Tom Hanks, Tim Allen, Joan Cusack",8.3,"901,701",8.3,98.0,92.0,1
442,tt1392214,Prisoners,"Crime, Drama, Mystery",80.525,8.099,11582,46000000,122126687,1,R,"Hugh Jackman, Jake Gyllenhaal, Viola Davis",8.2,"826,962",8.2,81.0,70.0,1
445,tt10954600,Ant-Man and the Wasp: Quantumania,"Action, Adventure, Comedy",80.449,6.335,4865,200000000,476071180,1,PG-13,"Paul Rudd, Evangeline Lilly, Michael Douglas",6.0,"235,782",6.0,46.0,48.0,0
447,tt1690953,Despicable Me 2,"Animation, Adventure, Comedy",80.236,6.929,11111,76000000,970766005,1,PG,"Steve Carell, Kristen Wiig, Benjamin Bratt",7.3,"432,523",7.3,75.0,62.0,1
448,tt10151854,Shazam! Fury of the Gods,"Action, Adventure, Comedy",80.161,6.535,3010,125000000,134038006,1,PG-13,"Zachary Levi, Asher Angel, Jack Dylan Grazer",5.9,"128,855",5.9,49.0,47.0,0
449,tt0119282,Hercules,"Animation, Action, Adventure",79.881,7.507,7274,85000000,252712101,1,G,"Tate Donovan, Susan Egan, James Woods",7.3,"259,189",7.3,82.0,74.0,1
450,tt0332280,The Notebook,"Drama, Romance",79.753,7.89,11335,29000000,115600000,1,PG-13,"Gena Rowlands, James Garner, Rachel McAdams",7.8,"629,452",7.8,54.0,53.0,0
451,tt1300854,Iron Man 3,"Action, Adventure, Sci-Fi",79.722,6.93,21951,200000000,1215577205,1,PG-13,"Robert Downey Jr., Guy Pearce, Gwyneth Paltrow",7.1,"909,103",7.1,79.0,62.0,1
452,tt2386490,How to Train Your Dragon: The Hidden World,"Animation, Action, Adventure",79.69,7.754,6279,129000000,524580592,1,PG,"Jay Baruchel, America Ferrera, F. Murray Abraham",7.4,"154,455",7.4,90.0,71.0,1
455,tt0351283,Madagascar,"Animation, Adventure, Comedy",79.477,6.91,10707,75000000,542100000,1,PG,"Chris Rock, Ben Stiller, David Schwimmer",6.9,"443,636",6.9,55.0,57.0,0
458,tt0062622,2001: A Space Odyssey,"Adventure, Sci-Fi",79.113,8.1,11336,12000000,71923560,1,G,"Keir Dullea, Gary Lockwood, William Sylvester",8.3,"727,429",8.3,92.0,84.0,1
459,tt1648190,The Dark Tower,"Action, Adventure, Fantasy",78.961,5.731,4992,60000000,113231078,1,PG-13,"Idris Elba, Matthew McConaughey, Tom Taylor",5.6,"147,066",5.6,15.0,34.0,0
460,tt7599146,Sound of Freedom,"Biography, Crime, Drama",78.891,8.012,2315,14500000,250600000,1,PG-13,"Jim Caviezel, Mira Sorvino, Bill Camp",7.6,"120,945",7.6,57.0,43.0,0
461,tt1041829,The Proposal,"Comedy, Drama, Romance",78.621,7.148,6700,40000000,317400000,1,PG-13,"Sandra Bullock, Ryan Reynolds, Mary Steenburgen",6.8,"366,609",6.8,45.0,48.0,0
462,tt0910970,WALL·E,"Animation, Adventure, Family",78.61,8.091,18541,180000000,521311860,1,G,"Ben Burtt, Elissa Knight, Jeff Garlin",8.4,"1,216,584",8.4,95.0,95.0,1
463,tt0382625,The Da Vinci Code,"Mystery, Thriller",78.485,6.725,9181,125000000,767800000,1,PG-13,"Tom Hanks, Audrey Tautou, Jean Reno",6.6,"463,041",6.6,25.0,46.0,0
464,tt3606756,Incredibles 2,"Animation, Action, Adventure",78.447,7.466,12702,200000000,1242805359,1,PG,"Craig T. Nelson, Holly Hunter, Sarah Vowell",7.5,"337,579",7.5,93.0,80.0,1
465,tt1663662,Pacific Rim,"Action, Adventure, Sci-Fi",78.396,6.899,12251,180000000,411000000,1,PG-13,"Idris Elba, Charlie Hunnam, Rinko Kikuchi",6.9,"535,579",6.9,72.0,65.0,0
467,tt1217209,Brave,"Animation, Action, Adventure",78.289,7.021,13220,185000000,539000000,1,PG,"Kelly Macdonald, Billy Connolly, Emma Thompson",7.1,"448,543",7.1,79.0,69.0,1
468,tt0117571,Scream,"Horror, Mystery",78.22,7.421,6806,14000000,173046663,1,R,"Neve Campbell, Courteney Cox, David Arquette",7.4,"394,714",7.4,81.0,65.0,1
469,tt12801262,Luca,"Animation, Adventure, Comedy",78.114,7.823,8225,200000000,51074773,0,PG,"Jacob Tremblay, Jack Dylan Grazer, Emma Berman",7.4,"199,816",7.4,91.0,71.0,0
470,tt1979376,Toy Story 4,"Animation, Adventure, Comedy",78.072,7.495,9643,175000000,1073841394,1,G,"Tom Hanks, Tim Allen, Annie Potts",7.7,"285,855",7.7,97.0,84.0,1
471,tt0119217,Good Will Hunting,"Drama, Romance",77.975,8.158,12160,10000000,225900000,1,R,"Robin Williams, Matt Damon, Ben Affleck",8.3,"1,088,610",8.3,97.0,70.0,1
473,tt0083944,First Blood,"Action, Adventure, Thriller",77.834,7.494,6142,15000000,125212904,1,R,"Sylvester Stallone, Brian Dennehy, Richard Crenna",7.7,"279,168",7.7,86.0,61.0,1
475,tt1723121,We're the Millers,"Comedy, Crime",77.527,6.829,8763,37000000,270000000,1,R,"Jason Sudeikis, Jennifer Aniston, Emma Roberts",7.0,"492,690",7.0,48.0,44.0,0
476,tt6450804,Terminator: Dark Fate,"Action, Adventure, Sci-Fi",77.447,6.4,5004,185000000,261119292,1,R,"Linda Hamilton, Arnold Schwarzenegger, Mackenzie Davis",6.2,"195,497",6.2,70.0,54.0,0
477,tt4123432,Fantastic Beasts: The Secrets of Dumbledore,"Adventure, Family, Fantasy",77.368,6.665,4366,200000000,407200000,1,PG-13,"Eddie Redmayne, Jude Law, Ezra Miller",6.2,"174,536",6.2,46.0,47.0,0
479,tt6710474,Everything Everywhere All at Once,"Action, Adventure, Comedy",77.268,7.785,6356,25000000,139200000,1,R,"Michelle Yeoh, Stephanie Hsu, Jamie Lee Curtis",7.8,"548,127",7.8,93.0,81.0,1
480,tt4972582,Split,"Horror, Thriller",77.148,7.346,17134,9000000,278454358,1,PG-13,"James McAvoy, Anya Taylor-Joy, Haley Lu Richardson",7.3,"564,397",7.3,78.0,63.0,1
481,tt0165982,Sinbad: Legend of the Seven Seas,"Animation, Adventure, Comedy",77.039,6.974,2009,60000000,80767884,1,PG,"Brad Pitt, Catherine Zeta-Jones, Joseph Fiennes",6.7,"60,185",6.7,45.0,48.0,0
483,tt0088763,Back to the Future,"Adventure, Comedy, Sci-Fi",76.849,8.3,19671,19000000,381109762,1,PG,"Michael J. Fox, Christopher Lloyd, Lea Thompson",8.5,"1,325,015",8.5,93.0,87.0,1
485,tt6856242,The King's Man,"Action, Adventure, Thriller",76.806,6.763,4411,100000000,125900000,1,R,"Ralph Fiennes, Gemma Arterton, Rhys Ifans",6.3,"177,268",6.3,41.0,44.0,0
486,tt1528100,Exodus: Gods and Kings,"Action, Adventure, Drama",76.802,5.866,4476,140000000,268031828,1,PG-13,"Christian Bale, Joel Edgerton, Ben Kingsley",6.0,"180,640",6.0,31.0,52.0,0
487,tt0451279,Wonder Woman,"Action, Adventure, Fantasy",76.791,7.225,19748,149000000,823970682,1,PG-13,"Gal Gadot, Chris Pine, Robin Wright",7.3,"705,060",7.3,93.0,76.0,1
489,tt0195714,Final Destination,"Horror, Thriller",76.758,6.6,5502,23000000,112900000,1,R,"Devon Sawa, Ali Larter, Kerr Smith",6.7,"284,570",6.7,36.0,36.0,0
490,tt1320253,The Expendables,"Action, Adventure, Thriller",76.633,6.2,7628,80000000,274470394,1,R,"Sylvester Stallone, Jason Statham, Jet Li",6.4,"367,342",6.4,42.0,45.0,0
491,tt0106489,A Bronx Tale,"Crime, Drama",76.467,7.865,2399,22000000,17287898,0,R,"Robert De Niro, Chazz Palminteri, Lillo Brancato",7.8,"164,488",7.8,97.0,80.0,0
492,tt1935859,Miss Peregrine's Home for Peculiar Children,"Adventure, Drama, Family",76.462,6.836,9781,110000000,296482446,1,PG-13,"Eva Green, Asa Butterfield, Samuel L. Jackson",6.7,"191,221",6.7,64.0,57.0,0
493,tt0120783,The Parent Trap,"Adventure, Comedy, Drama",76.4,7.2,4081,15000000,92108518,1,PG,"Lindsay Lohan, Dennis Quaid, Natasha Richardson",6.6,"157,648",6.6,87.0,64.0,0
496,tt0332452,Troy,"Adventure, Drama",76.181,7.162,10000,175000000,497400000,1,R,"Brad Pitt, Eric Bana, Orlando Bloom",7.3,"576,486",7.3,53.0,56.0,0
497,tt0372784,Batman Begins,"Action, Crime, Drama",76.075,7.709,20696,150000000,374218673,1,PG-13,"Christian Bale, Michael Caine, Ken Watanabe",8.2,"1,595,851",8.2,85.0,70.0,1
498,tt7131622,Once Upon a Time... in Hollywood,"Comedy, Drama",75.99,7.4,13222,95000000,374300000,1,R,"Leonardo DiCaprio, Brad Pitt, Margot Robbie",7.6,"864,414",7.6,86.0,83.0,1
499,tt10362466,After We Collided,"Drama, Romance",75.924,7.183,5252,14000000,48000000,1,R,"Josephine Langford, Hero Fiennes Tiffin, Dylan Sprouse",5.1,"39,512",5.1,12.0,14.0,0
500,tt0089880,Rambo: First Blood Part II,"Action, Adventure, Thriller",75.86,6.64,3827,44000000,300400432,1,R,"Sylvester Stallone, Richard Crenna, Charles Napier",6.5,"184,696",6.5,33.0,47.0,0
502,tt0462499,Rambo,"Action, Adventure, Thriller",75.825,6.683,3822,50000000,113200000,1,R,"Sylvester Stallone, Julie Benz, Matthew Marsden",7.0,"246,437",7.0,38.0,46.0,0
503,tt11225626,Am I OK?,"Comedy, Drama, Romance",75.728,6.426,182,0,0,0,R,"Dakota Johnson, Sonoya Mizuno, Jermaine Fowler",6.0,"7,486",6.0,81.0,74.0,0
505,tt3103166,The Masked Saint,"Action, Biography, Crime",75.598,5.404,68,0,0,0,PG-13,"Brett Granstaff, Lara Jean Chorostecki, T.J. McGibbon",4.7,771,4.7,14.0,22.0,0
508,tt0338013,Eternal Sunshine of the Spotless Mind,"Drama, Romance, Sci-Fi",75.416,8.102,14681,20000000,72258126,1,R,"Jim Carrey, Kate Winslet, Tom Wilkinson",8.3,"1,091,878",8.3,92.0,89.0,1
510,tt4649466,Kingsman: The Golden Circle,"Action, Adventure, Comedy",75.159,6.967,10194,104000000,410900000,1,R,"Taron Egerton, Colin Firth, Mark Strong",6.7,"367,888",6.7,50.0,44.0,0
516,tt1655441,The Age of Adaline,"Drama, Fantasy, Romance",74.742,7.481,6513,25000000,65663276,1,PG-13,"Blake Lively, Michiel Huisman, Harrison Ford",7.2,"208,980",7.2,55.0,51.0,0
517,tt2820852,Furious 7,"Action, Crime, Thriller",74.677,7.235,10485,190000000,1515400000,1,PG-13,"Vin Diesel, Paul Walker, Dwayne Johnson",7.1,"418,028",7.1,81.0,67.0,1
519,tt0458352,The Devil Wears Prada,"Comedy, Drama",74.553,7.396,11867,35000000,326706115,1,PG-13,"Anne Hathaway, Meryl Streep, Adrian Grenier",6.9,"479,595",6.9,75.0,62.0,0
520,tt0345950,The SpongeBob SquarePants Movie,"Animation, Adventure, Comedy",74.373,7.027,2825,30000000,140161792,1,PG,"Tom Kenny, Jeffrey Tambor, Rodger Bumpass",7.2,"103,864",7.2,68.0,66.0,1
521,tt0077651,Halloween,"Horror, Thriller",74.098,7.555,5447,325000,70260597,1,R,"Donald Pleasence, Jamie Lee Curtis, Tony Moran",7.7,"310,620",7.7,96.0,87.0,1
522,tt0104431,Home Alone 2: Lost in New York,"Adventure, Comedy, Crime",74.056,6.742,9423,18000000,358994850,1,PG,"Macaulay Culkin, Joe Pesci, Daniel Stern",6.9,"407,710",6.9,35.0,46.0,0
523,tt0120855,Tarzan,"Animation, Adventure, Comedy",73.998,7.405,6636,130000000,448200000,1,G,"Tony Goldwyn, Minnie Driver, Brian Blessed",7.3,"250,511",7.3,89.0,79.0,1
524,tt4630562,The Fate of the Furious,"Action, Crime, Thriller",73.917,6.876,10159,250000000,1236000000,1,PG-13,"Vin Diesel, Jason Statham, Dwayne Johnson",6.6,"257,298",6.6,67.0,56.0,0
527,tt0120611,Blade,"Action, Horror, Sci-Fi",73.588,6.799,5902,45000000,131183530,1,R,"Wesley Snipes, Stephen Dorff, Kris Kristofferson",7.1,"305,390",7.1,58.0,47.0,0
528,tt0808151,Angels & Demons,"Action, Mystery, Thriller",73.587,6.7,6688,150000000,485900000,1,PG-13,"Tom Hanks, Ewan McGregor, Ayelet Zurer",6.7,"312,089",6.7,37.0,48.0,0
529,tt3480822,Black Widow,"Action, Adventure, Sci-Fi",73.519,7.242,10028,200000000,379751131,1,PG-13,"Scarlett Johansson, Florence Pugh, David Harbour",6.6,"434,215",6.6,79.0,68.0,0
530,tt2872518,The Shack,"Drama, Fantasy",73.405,7.5,2095,20000000,96942115,1,PG-13,"Sam Worthington, Octavia Spencer, Tim McGraw",6.3,"39,603",6.3,21.0,32.0,0
531,tt0172156,Bad Boys II,"Action, Comedy, Crime",73.331,6.642,5358,130000000,273339556,1,R,"Will Smith, Martin Lawrence, Gabrielle Union",6.6,"274,482",6.6,24.0,38.0,0
532,tt3606752,Cars 3,"Animation, Adventure, Comedy",73.293,6.851,5698,175000000,383925276,1,G,"Owen Wilson, Cristela Alonzo, Chris Cooper",6.7,"126,535",6.7,69.0,59.0,0
533,tt1190080,2012,"Action, Adventure, Sci-Fi",73.272,5.844,11812,200000000,791217826,1,PG-13,"John Cusack, Thandiwe Newton, Chiwetel Ejiofor",5.8,"401,770",5.8,39.0,49.0,0
535,tt3397884,Sicario,"Action, Crime, Drama",73.153,7.4,8422,30000000,84997446,1,R,"Emily Blunt, Josh Brolin, Benicio Del Toro",7.7,"485,665",7.7,92.0,82.0,1
537,tt6343314,Creed II,"Action, Drama, Sport",73.137,7.032,5344,50000000,214200000,1,PG-13,"Michael B. Jordan, Sylvester Stallone, Tessa Thompson",7.1,"157,454",7.1,83.0,66.0,1
538,tt0800080,The Incredible Hulk,"Action, Adventure, Sci-Fi",73.011,6.2,11600,150000000,264770996,1,PG-13,"Edward Norton, Liv Tyler, Tim Roth",6.6,"529,636",6.6,67.0,61.0,0
539,tt2361509,The Intern,"Comedy, Drama",72.956,7.213,6589,35000000,194564672,1,PG-13,"Robert De Niro, Anne Hathaway, Rene Russo",7.1,"278,691",7.1,59.0,51.0,0
541,tt0099487,Edward Scissorhands,"Drama, Fantasy, Romance",72.834,7.717,12713,20000000,86024005,1,PG-13,"Johnny Depp, Winona Ryder, Dianne Wiest",7.9,"529,939",7.9,90.0,74.0,1
542,tt3469046,Despicable Me 3,"Animation, Adventure, Comedy",72.796,6.469,7038,80000000,1034800131,1,PG,"Steve Carell, Kristen Wiig, Trey Parker",6.2,"159,457",6.2,58.0,49.0,0
543,tt1155076,The Karate Kid,"Action, Drama, Family",72.587,6.537,5883,40000000,359126022,1,PG,"Ralph Macchio, Pat Morita, Elisabeth Shue",7.3,"248,140",7.3,90.0,60.0,1
544,tt15474916,Smile,"Horror, Mystery, Thriller",72.541,6.658,2957,17000000,217408513,1,R,"Sosie Bacon, Jessie T. Usher, Kyle Gallner",6.5,"175,328",6.5,79.0,68.0,0
546,tt0120812,Rush Hour,"Action, Comedy, Crime",72.468,7.049,4837,33000000,244721064,1,PG-13,"Jackie Chan, Chris Tucker, Ken Leung",7.0,"299,217",7.0,62.0,60.0,0
547,tt0770828,Man of Steel,"Action, Adventure, Sci-Fi",72.27,6.625,14952,225000000,668045518,1,PG-13,"Henry Cavill, Amy Adams, Michael Shannon",7.1,"818,435",7.1,56.0,55.0,0
548,tt3605418,Knock Knock,"Crime, Thriller",72.212,5.4,3114,10000000,6341684,0,R,"Keanu Reeves, Lorenza Izzo, Ana de Armas",4.9,"106,086",4.9,37.0,53.0,0
549,tt1911658,Penguins of Madagascar,"Animation, Action, Adventure",72.206,6.53,4088,132000000,373552094,1,PG,"Tom McGrath, Chris Miller, Christopher Knights",6.6,"104,103",6.6,74.0,53.0,0
550,tt9032400,Eternals,"Action, Adventure, Fantasy",72.087,6.862,8124,200000000,402064899,1,PG-13,"Gemma Chan, Richard Madden, Angelina Jolie",6.3,"392,751",6.3,47.0,52.0,0
553,tt1277953,Madagascar 3: Europe's Most Wanted,"Animation, Adventure, Comedy",71.934,6.614,6045,145000000,746900000,1,PG,"Ben Stiller, Jada Pinkett Smith, Chris Rock",6.8,"201,058",6.8,78.0,60.0,0
556,tt0075148,Rocky,"Drama, Sport",71.858,7.788,7719,1000000,225300000,1,PG,"Sylvester Stallone, Talia Shire, Burt Young",8.1,"637,232",8.1,92.0,70.0,1
557,tt4465564,Fifty Shades Darker,"Drama, Mystery, Romance",71.799,6.49,7542,55000000,378800000,1,R,"Dakota Johnson, Jamie Dornan, Eric Johnson",4.6,"113,465",4.6,11.0,33.0,0
558,tt3741700,Godzilla: King of the Monsters,"Action, Adventure, Fantasy",71.781,6.705,6060,170000000,387300138,1,PG-13,"Kyle Chandler, Vera Farmiga, Millie Bobby Brown",6.0,"212,730",6.0,42.0,48.0,0
561,tt14895206,Dead for a Dollar,"Action, Drama, Western",71.553,5.9,240,0,81403,1,R,"Christoph Waltz, Willem Dafoe, Rachel Brosnahan",5.4,"6,664",5.4,53.0,61.0,0
562,tt0263488,Jeepers Creepers,"Horror, Mystery",71.502,6.5,2930,10000000,59217789,1,R,"Gina Philips, Justin Long, Jonathan Breck",6.2,"144,744",6.2,45.0,49.0,0
563,tt0082971,Raiders of the Lost Ark,"Action, Adventure",71.494,7.9,12248,18000000,389925971,1,PG,"Harrison Ford, Karen Allen, Paul Freeman",8.4,"1,047,039",8.4,93.0,85.0,1
565,tt0166813,Spirit: Stallion of the Cimarron,"Animation, Adventure, Drama",71.483,7.696,4503,80000000,122563539,1,G,"Matt Damon, James Cromwell, Daniel Studi",7.2,"86,848",7.2,69.0,52.0,1
567,tt2184339,The Purge,"Horror, Sci-Fi, Thriller",71.271,6.263,8266,3000000,89328627,1,R,"Ethan Hawke, Lena Headey, Max Burkholder",5.7,"242,589",5.7,41.0,41.0,0
568,tt4823776,The SpongeBob Movie: Sponge on the Run,"Animation, Adventure, Comedy",71.177,7.477,2825,60000000,4700000,0,PG,"Tim Hill, Clancy Brown, Bill Fagerbakke",5.9,"22,277",5.9,66.0,65.0,0
570,tt13560574,X,"Horror, Mystery, Thriller",71.115,6.741,3049,1000000,15113105,1,R,"Mia Goth, Jenna Ortega, Brittany Snow",6.5,"187,462",6.5,94.0,79.0,0
571,tt6133466,The First Purge,"Action, Horror, Sci-Fi",71.105,6.0,3923,13000000,137056262,1,R,"Y'lan Noel, Lex Scott Davis, Joivan Wade",5.2,"72,101",5.2,56.0,54.0,0
